var_norm,n_years,first_year,last_year,years_present,example_name,status
dermatologia_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,dermatologia_pTotal,completa
dermatologia_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,dermatologia_total,completa
diagnostico_centro,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,diagnostico_centro,completa
diagnostico_fuera,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,diagnostico_fuera,completa
dialisis_centro,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,dialisis_centro,completa
dialisis_fuera,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,dialisis_fuera,completa
direccion_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,direccion_cMujeres,completa
direccion_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,direccion_colabMujeres,completa
direccion_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,direccion_colabTotal,completa
direccion_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,direccion_cTotal,completa
direccion_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,direccion_pMujeres,completa
direccion_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,direccion_pTotal,completa
due_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,due_cMujeres,completa
due_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,due_colabMujeres,completa
due_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,due_colabTotal,completa
due_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,due_cTotal,completa
due_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,due_pMujeres,completa
due_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,due_pTotal,completa
eir_familiar_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,Eir_Familiar_mujeres,completa
eir_familiar_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,Eir_Familiar_total,completa
eir_geriatrica_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,Eir_Geriatrica_mujeres,completa
eir_geriatrica_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,Eir_Geriatrica_total,completa
eir_matronas_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,Eir_matronas_mujeres,completa
eir_matronas_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,Eir_matronas_total,completa
eir_mq_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,Eir_MQ_mujeres,completa
eir_mq_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,Eir_MQ_total,completa
eir_pediatrica_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,Eir_Pediatrica_mujeres,completa
eir_pediatrica_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,Eir_Pediatrica_total,completa
eir_salud_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,Eir_Salud_mujeres,completa
eir_salud_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,Eir_Salud_total,completa
eir_trabajo_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,Eir_Trabajo_mujeres,completa
eir_trabajo_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,Eir_Trabajo_total,completa
endocrinologia_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,endocrinologia_mujeres,completa
endocrinologia_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,endocrinologia_total,completa
estancias_acctrafic,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_AccTrafic,completa
estancias_asegpriv,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_AsegPriv,completa
estancias_cirugia,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_cirugia,completa
estancias_conveinter,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_conveInter,completa
estancias_gine,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_gine,completa
estancias_largaestan,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_largaEstan,completa
estancias_matepss,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_MATEPSS,completa
estancias_medicina,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_medicina,completa
estancias_mintensiva,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_mIntensiva,completa
estancias_mutuafun,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_MutuaFun,completa
estancias_neonatologia,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_neonatologia,completa
estancias_o1,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_o1,completa
estancias_o2,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_o2,completa
estancias_o3,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_o3,completa
estancias_otrentipublica,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_otrEntiPublica,completa
estancias_otroregim,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_otroRegim,completa
estancias_paliativos,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_paliativos,completa
estancias_particular,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_particular,completa
estancias_pediatria,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_pediatria,completa
estancias_psiagudo,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_psiAgudo,completa
estancias_psiquiatria,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_psiquiatria,completa
estancias_psiquimedia,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_psiquiMedia,completa
estancias_rehabilitacion,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_rehabilitacion,completa
estancias_restopedia,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_restoPedia,completa
estancias_sns,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_sns,completa
estancias_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_total,completa
estancias_trauma,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_trauma,completa
estancias_uci,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_uci,completa
estancias_ucoronarios,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_uCoronarios,completa
estancias_uneonatales,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_uNeonatales,completa
estancias_uquemados,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,estancias_uQuemados,completa
esterilizacion_centro,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,esterilizacion_centro,completa
esterilizacion_fuera,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,esterilizacion_fuera,completa
exitusmaternal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,exitusMaternal,completa
farmaceuticos_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,farmaceuticos_cMujeres,completa
farmaceuticos_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,farmaceuticos_colabMujeres,completa
farmaceuticos_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,farmaceuticos_colabTotal,completa
farmaceuticos_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,farmaceuticos_cTotal,completa
farmaceuticos_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,farmaceuticos_pMujeres,completa
farmaceuticos_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,farmaceuticos_pTotal,completa
farmacologia_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,farmacologia_mujeres,completa
farmacologia_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,farmacologia_total,completa
fisioterapeutas_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,fisioterapeutas_cMujeres,completa
fisioterapeutas_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,fisioterapeutas_colabMujeres,completa
fisioterapeutas_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,fisioterapeutas_colabTotal,completa
fisioterapeutas_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,fisioterapeutas_cTotal,completa
fisioterapeutas_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,fisioterapeutas_pMujeres,completa
fisioterapeutas_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,fisioterapeutas_pTotal,completa
g_dotaamortizacion,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,G_dotaAmortizacion,completa
g_gastopersonal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,G_gastoPersonal,completa
g_perdidadeterioro,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,G_perdidaDeterioro,completa
g_restogasto,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,G_restoGasto,completa
g_servexteriores,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,G_servExteriores,completa
g_totalcompra,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,G_totalCompra,completa
g_totgastos,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,G_totGastos,completa
g_variaexistencias,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,G_variaExistencias,completa
geriatria_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,geriatria_mujeres,completa
geriatria_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,geriatria_total,completa
gmediosani_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,gMedioSani_cMujeres,completa
gmediosani_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,gMedioSani_colabMujeres,completa
gmediosani_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,gMedioSani_colabTotal,completa
gmediosani_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,gMedioSani_cTotal,completa
gmediosani_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,gMedioSani_pMujeres,completa
gmediosani_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,gMedioSani_pTotal,completa
gsuperiorsani_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,gSuperiorSani_cMujeres,completa
gsuperiorsani_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,gSuperiorSani_colabMujeres,completa
gsuperiorsani_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,gSuperiorSani_colabTotal,completa
gsuperiorsani_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,gSuperiorSani_cTotal,completa
gsuperiorsani_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,gSuperiorSani_pMujeres,completa
gsuperiorsani_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,gSuperiorSani_pTotal,completa
hematologia_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,hematologia_mujeres,completa
hematologia_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,hematologia_total,completa
hospdom_acctrafic,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,hospDom_AccTrafic,completa
hospdom_asegpriv,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,hospDom_AsegPriv,completa
hospdom_conveinter,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,hospDom_conveInter,completa
hospdom_matepss,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,hospDom_MATEPSS,completa
hospdom_mutuafun,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,hospDom_MutuaFun,completa
hospdom_otrentipublica,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,hospDom_otrEntiPublica,completa
hospdom_otroregim,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,hospDom_otroRegim,completa
hospdom_particular,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,hospDom_particular,completa
hospdom_sns,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,hospDom_sns,completa
i_acctrafic,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,I_AccTrafic,completa
i_asegpriv,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,I_AsegPriv,completa
i_asistsanitaria,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,I_AsistSanitaria,completa
i_bonificaciones,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,I_bonificaciones,completa
i_fdirectaapriv_matepss,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,I_FdirectaAPriv_MATEPSS,completa
i_fdirectass,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,I_FdirectaSS,completa
i_matepss,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,I_MATEPSS,completa
i_otros_ips,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,I_Otros_Ips,completa
i_oyentipublica,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,I_OyEntiPublica,completa
i_particular,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,I_particular,completa
i_restoingresos,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,I_restoIngresos,completa
i_sns,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,I_SNS,completa
i_total_subvencion,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,I_Total_Subvencion,completa
i_totingresos,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,I_totIngresos,completa
i_totingresosps,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,I_totIngresosPS,completa
incubadoras_funcionamiento,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,incubadoras_funcionamiento,completa
incubadoras_instalada,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,incubadoras_instalada,completa
ingreprogr,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,ingreProgr,completa
ingreurge,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,ingreUrge,completa
inmunologia_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,inmunologia_mujeres,completa
inmunologia_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,inmunologia_total,completa
integradaspuestos_hdia_cma,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,integradasPuestos_HDia_CMA,completa
inver_iintangible,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,inver_iIntangible,completa
inver_imaterial,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,inver_IMaterial,completa
inver_imresto,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,inver_IMresto,completa
inver_imterrenos,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,inver_IMterrenos,completa
inver_otras,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,inver_Otras,completa
inver_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,inver_Total,completa
laboratorio_centro,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,laboratorio_centro,completa
laboratorio_fuera,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,laboratorio_fuera,completa
lavanderia_centro,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,lavanderia_centro,completa
lavanderia_fuera,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,lavanderia_fuera,completa
limpieza_centro,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,limpieza_centro,completa
logopedas_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,logopedas_cMujeres,completa
logopedas_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,logopedas_colabMujeres,completa
logopedas_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,logopedas_colabTotal,completa
logopedas_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,logopedas_cTotal,completa
logopedas_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,logopedas_pMujeres,completa
logopedas_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,logopedas_pTotal,completa
mantenimiento_centro,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,mantenimiento_centro,completa
matronas_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,matronas_cMujeres,completa
matronas_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,matronas_colabMujeres,completa
matronas_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,matronas_colabTotal,completa
matronas_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,matronas_cTotal,completa
matronas_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,matronas_pMujeres,completa
matronas_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,matronas_pTotal,completa
med_familiar_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,med_Familiar_mujeres,completa
med_familiar_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,med_Familiar_total,completa
med_fisica_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,med_Fisica_mujeres,completa
med_fisica_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,med_Fisica_total,completa
med_intensiva_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,med_Intensiva_mujeres,completa
med_intensiva_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,med_Intensiva_total,completa
med_interna_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,med_Interna_mujeres,completa
med_interna_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,med_Interna_total,completa
med_nuclear_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,med_Nuclear_mujeres,completa
med_nuclear_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,med_Nuclear_total,completa
med_preventiva_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,med_Preventiva_mujeres,completa
med_preventiva_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,med_Preventiva_total,completa
med_trabajo_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,med_Trabajo_mujeres,completa
med_trabajo_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,med_Trabajo_total,completa
mfisica_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,mFisica_cMujeres,completa
mfisica_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,mFisica_colabMujeres,completa
mfisica_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,mFisica_colabTotal,completa
mfisica_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,mFisica_cTotal,completa
mfisica_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,mFisica_pMujeres,completa
mfisica_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,mFisica_pTotal,completa
microbiologia_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,microbiologia_mujeres,completa
microbiologia_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,microbiologia_total,completa
mintensiva_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,mIntensiva_cMujeres,completa
mintensiva_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,mIntensiva_colabMujeres,completa
mintensiva_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,mIntensiva_colabTotal,completa
mintensiva_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,mIntensiva_cTotal,completa
mintensiva_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,mIntensiva_pMujeres,completa
mintensiva_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,mIntensiva_pTotal,completa
