module_id;var_a;clean_a;years_a;n_yrs_a;var_b;clean_b;years_b;n_yrs_b;overlap;similarity;proposed;priority
20;701_1consulExter;701_1consulExter;2014|2015;2;701_consulExter;701_consulExter;2014|2015;2;2;0.9875;701_1consulExter;mismo_periodo_NO_alias
20;701_2consulExter;701_2consulExter;2014|2015;2;701_consulExter;701_consulExter;2014|2015;2;2;0.9875;701_2consulExter;mismo_periodo_NO_alias
20;701_1Hospital;701_1Hospital;2014|2015;2;701_Hospital;701_Hospital;2014|2015;2;2;0.9846;701_1Hospital;mismo_periodo_NO_alias
20;701_1Urgencia;701_1Urgencia;2014|2015;2;701_Urgencia;701_Urgencia;2014|2015;2;2;0.9846;701_1Urgencia;mismo_periodo_NO_alias
20;701_2Hospital;701_2Hospital;2014|2015;2;701_Hospital;701_Hospital;2014|2015;2;2;0.9846;701_2Hospital;mismo_periodo_NO_alias
20;701_2Urgencia;701_2Urgencia;2014|2015;2;701_Urgencia;701_Urgencia;2014|2015;2;2;0.9846;701_2Urgencia;mismo_periodo_NO_alias
6;administrativos_cMujeres;administrativos_cMujeres;2014|2015;2;administrativos_pMujeres;administrativos_pMujeres;2014|2015;2;2;0.9833;administrativos_cMujeres;mismo_periodo_NO_alias
6;fisioterapeutas_cMujeres;fisioterapeutas_cMujeres;2014|2015;2;fisioterapeutas_pMujeres;fisioterapeutas_pMujeres;2014|2015;2;2;0.9833;fisioterapeutas_cMujeres;mismo_periodo_NO_alias
20;701_1hospDia;701_1hospDia;2014|2015;2;701_hospDia;701_hospDia;2014|2015;2;2;0.9833;701_1hospDia;mismo_periodo_NO_alias
20;701_1hospDom;701_1hospDom;2014|2015;2;701_hospDom;701_hospDom;2014|2015;2;2;0.9833;701_1hospDom;mismo_periodo_NO_alias
20;701_2hospDia;701_2hospDia;2014|2015;2;701_hospDia;701_hospDia;2014|2015;2;2;0.9833;701_2hospDia;mismo_periodo_NO_alias
20;701_2hospDom;701_2hospDom;2014|2015;2;701_hospDom;701_hospDom;2014|2015;2;2;0.9833;701_2hospDom;mismo_periodo_NO_alias
5;subQuirurgicas_cMujeres;subQuirurgicas_cMujeres;2014|2015;2;subQuirurgicas_pMujeres;subQuirurgicas_pMujeres;2014|2015;2;2;0.9826;subQuirurgicas_cMujeres;mismo_periodo_NO_alias
20;700_consulExter;700_consulExter;2014|2015;2;70_consulExter;70_consulExter;2014|2015;2;2;0.9822;700_consulExter;mismo_periodo_NO_alias
20;701_consulExter;701_consulExter;2014|2015;2;70_consulExter;70_consulExter;2014|2015;2;2;0.9822;701_consulExter;mismo_periodo_NO_alias
20;702_consulExter;702_consulExter;2014|2015;2;70_consulExter;70_consulExter;2014|2015;2;2;0.9822;702_consulExter;mismo_periodo_NO_alias
20;704_consulExter;704_consulExter;2014|2015;2;70_consulExter;70_consulExter;2014|2015;2;2;0.9822;704_consulExter;mismo_periodo_NO_alias
20;706_consulExter;706_consulExter;2014|2015;2;70_consulExter;70_consulExter;2014|2015;2;2;0.9822;706_consulExter;mismo_periodo_NO_alias
20;708_consulExter;708_consulExter;2014|2015;2;70_consulExter;70_consulExter;2014|2015;2;2;0.9822;708_consulExter;mismo_periodo_NO_alias
5;farmaceuticos_cMujeres;farmaceuticos_cMujeres;2014|2015;2;farmaceuticos_pMujeres;farmaceuticos_pMujeres;2014|2015;2;2;0.9818;farmaceuticos_cMujeres;mismo_periodo_NO_alias
5;oTituSuperior_cMujeres;oTituSuperior_cMujeres;2014|2015;2;oTituSuperior_pMujeres;oTituSuperior_pMujeres;2014|2015;2;2;0.9818;oTituSuperior_cMujeres;mismo_periodo_NO_alias
6;administrativos_cTotal;administrativos_cTotal;2014|2015;2;administrativos_pTotal;administrativos_pTotal;2014|2015;2;2;0.9818;administrativos_cTotal;mismo_periodo_NO_alias
6;fisioterapeutas_cTotal;fisioterapeutas_cTotal;2014|2015;2;fisioterapeutas_pTotal;fisioterapeutas_pTotal;2014|2015;2;2;0.9818;fisioterapeutas_cTotal;mismo_periodo_NO_alias
6;gSuperiorSani_cMujeres;gSuperiorSani_cMujeres;2014|2015;2;gSuperiorSani_pMujeres;gSuperiorSani_pMujeres;2014|2015;2;2;0.9818;gSuperiorSani_cMujeres;mismo_periodo_NO_alias
6;oDueEspeciali_cMujeres;oDueEspeciali_cMujeres;2014|2015;2;oDueEspeciali_pMujeres;oDueEspeciali_pMujeres;2014|2015;2;2;0.9818;oDueEspeciali_cMujeres;mismo_periodo_NO_alias
5;dermatologia_cMujeres;dermatologia_cMujeres;2014|2015;2;dermatologia_pMujeres;dermatologia_pMujeres;2014|2015;2;2;0.981;dermatologia_cMujeres;mismo_periodo_NO_alias
5;neurocirugia_cMujeres;neurocirugia_cMujeres;2014|2015;2;neurocirugia_pMujeres;neurocirugia_pMujeres;2014|2015;2;2;0.981;neurocirugia_cMujeres;mismo_periodo_NO_alias
5;oftalmologia_cMujeres;oftalmologia_cMujeres;2014|2015;2;oftalmologia_pMujeres;oftalmologia_pMujeres;2014|2015;2;2;0.981;oftalmologia_cMujeres;mismo_periodo_NO_alias
5;subQuirurgicas_cTotal;subQuirurgicas_cTotal;2014|2015;2;subQuirurgicas_pTotal;subQuirurgicas_pTotal;2014|2015;2;2;0.981;subQuirurgicas_cTotal;mismo_periodo_NO_alias
5;cardiologia_cMujeres;cardiologia_cMujeres;2014|2015;2;cardiologia_pMujeres;cardiologia_pMujeres;2014|2015;2;2;0.98;cardiologia_cMujeres;mismo_periodo_NO_alias
5;cOrtopedica_cMujeres;cOrtopedica_cMujeres;2014|2015;2;cOrtopedica_pMujeres;cOrtopedica_pMujeres;2014|2015;2;2;0.98;cOrtopedica_cMujeres;mismo_periodo_NO_alias
5;cPediatrica_cMujeres;cPediatrica_cMujeres;2014|2015;2;cPediatrica_pMujeres;cPediatrica_pMujeres;2014|2015;2;2;0.98;cPediatrica_cMujeres;mismo_periodo_NO_alias
5;farmaceuticos_cTotal;farmaceuticos_cTotal;2014|2015;2;farmaceuticos_pTotal;farmaceuticos_pTotal;2014|2015;2;2;0.98;farmaceuticos_cTotal;mismo_periodo_NO_alias
5;obstetricia_cMujeres;obstetricia_cMujeres;2014|2015;2;obstetricia_pMujeres;obstetricia_pMujeres;2014|2015;2;2;0.98;obstetricia_cMujeres;mismo_periodo_NO_alias
5;oTituSuperior_cTotal;oTituSuperior_cTotal;2014|2015;2;oTituSuperior_pTotal;oTituSuperior_pTotal;2014|2015;2;2;0.98;oTituSuperior_cTotal;mismo_periodo_NO_alias
5;psiquiatria_cMujeres;psiquiatria_cMujeres;2014|2015;2;psiquiatria_pMujeres;psiquiatria_pMujeres;2014|2015;2;2;0.98;psiquiatria_cMujeres;mismo_periodo_NO_alias
6;gSuperiorSani_cTotal;gSuperiorSani_cTotal;2014|2015;2;gSuperiorSani_pTotal;gSuperiorSani_pTotal;2014|2015;2;2;0.98;gSuperiorSani_cTotal;mismo_periodo_NO_alias
6;oDueEspeciali_cTotal;oDueEspeciali_cTotal;2014|2015;2;oDueEspeciali_pTotal;oDueEspeciali_pTotal;2014|2015;2;2;0.98;oDueEspeciali_cTotal;mismo_periodo_NO_alias
5;aDigestivo_cMujeres;aDigestivo_cMujeres;2014|2015;2;aDigestivo_pMujeres;aDigestivo_pMujeres;2014|2015;2;2;0.9789;aDigestivo_cMujeres;mismo_periodo_NO_alias
5;angiologia_cMujeres;angiologia_cMujeres;2014|2015;2;angiologia_pMujeres;angiologia_pMujeres;2014|2015;2;2;0.9789;angiologia_cMujeres;mismo_periodo_NO_alias
5;dermatologia_cTotal;dermatologia_cTotal;2014|2015;2;dermatologia_pTotal;dermatologia_pTotal;2014|2015;2;2;0.9789;dermatologia_cTotal;mismo_periodo_NO_alias
5;mIntensiva_cMujeres;mIntensiva_cMujeres;2014|2015;2;mIntensiva_pMujeres;mIntensiva_pMujeres;2014|2015;2;2;0.9789;mIntensiva_cMujeres;mismo_periodo_NO_alias
5;neurocirugia_cTotal;neurocirugia_cTotal;2014|2015;2;neurocirugia_pTotal;neurocirugia_pTotal;2014|2015;2;2;0.9789;neurocirugia_cTotal;mismo_periodo_NO_alias
5;neurologia_cMujeres;neurologia_cMujeres;2014|2015;2;neurologia_pMujeres;neurologia_pMujeres;2014|2015;2;2;0.9789;neurologia_cMujeres;mismo_periodo_NO_alias
5;oftalmologia_cTotal;oftalmologia_cTotal;2014|2015;2;oftalmologia_pTotal;oftalmologia_pTotal;2014|2015;2;2;0.9789;oftalmologia_cTotal;mismo_periodo_NO_alias
5;sCentrales_cMujeres;sCentrales_cMujeres;2014|2015;2;sCentrales_pMujeres;sCentrales_pMujeres;2014|2015;2;2;0.9789;sCentrales_cMujeres;mismo_periodo_NO_alias
5;subMedicas_cMujeres;subMedicas_cMujeres;2014|2015;2;subMedicas_pMujeres;subMedicas_pMujeres;2014|2015;2;2;0.9789;subMedicas_cMujeres;mismo_periodo_NO_alias
5;total_cMujerMedicos;total_cMujerMedicos;2014|2015;2;total_pMujerMedicos;total_pMujerMedicos;2014|2015;2;2;0.9789;total_cMujerMedicos;mismo_periodo_NO_alias
6;gMedioSani_cMujeres;gMedioSani_cMujeres;2014|2015;2;gMedioSani_pMujeres;gMedioSani_pMujeres;2014|2015;2;2;0.9789;gMedioSani_cMujeres;mismo_periodo_NO_alias
6;oSaniMedio_cMujeres;oSaniMedio_cMujeres;2014|2015;2;oSaniMedio_pMujeres;oSaniMedio_pMujeres;2014|2015;2;2;0.9789;oSaniMedio_cMujeres;mismo_periodo_NO_alias
6;terapeutas_cMujeres;terapeutas_cMujeres;2014|2015;2;terapeutas_pMujeres;terapeutas_pMujeres;2014|2015;2;2;0.9789;terapeutas_cMujeres;mismo_periodo_NO_alias
6;trabSocial_cMujeres;trabSocial_cMujeres;2014|2015;2;trabSocial_pMujeres;trabSocial_pMujeres;2014|2015;2;2;0.9789;trabSocial_cMujeres;mismo_periodo_NO_alias
5;anestesia_cMujeres;anestesia_cMujeres;2014|2015;2;anestesia_pMujeres;anestesia_pMujeres;2014|2015;2;2;0.9778;anestesia_cMujeres;mismo_periodo_NO_alias
5;cardiologia_cTotal;cardiologia_cTotal;2014|2015;2;cardiologia_pTotal;cardiologia_pTotal;2014|2015;2;2;0.9778;cardiologia_cTotal;mismo_periodo_NO_alias
5;cOrtopedica_cTotal;cOrtopedica_cTotal;2014|2015;2;cOrtopedica_pTotal;cOrtopedica_pTotal;2014|2015;2;2;0.9778;cOrtopedica_cTotal;mismo_periodo_NO_alias
5;cPediatrica_cTotal;cPediatrica_cTotal;2014|2015;2;cPediatrica_pTotal;cPediatrica_pTotal;2014|2015;2;2;0.9778;cPediatrica_cTotal;mismo_periodo_NO_alias
5;cPlastica_cMujeres;cPlastica_cMujeres;2014|2015;2;cPlastica_pMujeres;cPlastica_pMujeres;2014|2015;2;2;0.9778;cPlastica_cMujeres;mismo_periodo_NO_alias
5;cToracica_cMujeres;cToracica_cMujeres;2014|2015;2;cToracica_pMujeres;cToracica_pMujeres;2014|2015;2;2;0.9778;cToracica_cMujeres;mismo_periodo_NO_alias
5;obstetricia_cTotal;obstetricia_cTotal;2014|2015;2;obstetricia_pTotal;obstetricia_pTotal;2014|2015;2;2;0.9778;obstetricia_cTotal;mismo_periodo_NO_alias
5;pediatria_cMujeres;pediatria_cMujeres;2014|2015;2;pediatria_pMujeres;pediatria_pMujeres;2014|2015;2;2;0.9778;pediatria_cMujeres;mismo_periodo_NO_alias
5;psiquiatria_cTotal;psiquiatria_cTotal;2014|2015;2;psiquiatria_pTotal;psiquiatria_pTotal;2014|2015;2;2;0.9778;psiquiatria_cTotal;mismo_periodo_NO_alias
5;urgencias_cMujeres;urgencias_cMujeres;2014|2015;2;urgencias_pMujeres;urgencias_pMujeres;2014|2015;2;2;0.9778;urgencias_cMujeres;mismo_periodo_NO_alias
6;direccion_cMujeres;direccion_cMujeres;2014|2015;2;direccion_pMujeres;direccion_pMujeres;2014|2015;2;2;0.9778;direccion_cMujeres;mismo_periodo_NO_alias
6;logopedas_cMujeres;logopedas_cMujeres;2014|2015;2;logopedas_pMujeres;logopedas_pMujeres;2014|2015;2;2;0.9778;logopedas_cMujeres;mismo_periodo_NO_alias
6;perOficio_cMujeres;perOficio_cMujeres;2014|2015;2;perOficio_pMujeres;perOficio_pMujeres;2014|2015;2;2;0.9778;perOficio_cMujeres;mismo_periodo_NO_alias
6;restSani_cMujeres2;restSani_cMujeres2;2014|2015;2;restSani_pMujeres2;restSani_pMujeres2;2014|2015;2;2;0.9778;restSani_cMujeres2;mismo_periodo_NO_alias
20;700_Hospital;700_Hospital;2014|2015;2;70_Hospital;70_Hospital;2014|2015;2;2;0.9778;700_Hospital;mismo_periodo_NO_alias
20;700_Urgencia;700_Urgencia;2014|2015;2;70_Urgencia;70_Urgencia;2014|2015;2;2;0.9778;700_Urgencia;mismo_periodo_NO_alias
20;701_Hospital;701_Hospital;2014|2015;2;70_Hospital;70_Hospital;2014|2015;2;2;0.9778;701_Hospital;mismo_periodo_NO_alias
20;701_Urgencia;701_Urgencia;2014|2015;2;70_Urgencia;70_Urgencia;2014|2015;2;2;0.9778;701_Urgencia;mismo_periodo_NO_alias
20;702_Hospital;702_Hospital;2014|2015;2;70_Hospital;70_Hospital;2014|2015;2;2;0.9778;702_Hospital;mismo_periodo_NO_alias
20;702_Urgencia;702_Urgencia;2014|2015;2;70_Urgencia;70_Urgencia;2014|2015;2;2;0.9778;702_Urgencia;mismo_periodo_NO_alias
20;704_Hospital;704_Hospital;2014|2015;2;70_Hospital;70_Hospital;2014|2015;2;2;0.9778;704_Hospital;mismo_periodo_NO_alias
20;704_Urgencia;704_Urgencia;2014|2015;2;70_Urgencia;70_Urgencia;2014|2015;2;2;0.9778;704_Urgencia;mismo_periodo_NO_alias
20;706_Hospital;706_Hospital;2014|2015;2;70_Hospital;70_Hospital;2014|2015;2;2;0.9778;706_Hospital;mismo_periodo_NO_alias
20;706_Urgencia;706_Urgencia;2014|2015;2;70_Urgencia;70_Urgencia;2014|2015;2;2;0.9778;706_Urgencia;mismo_periodo_NO_alias
20;708_Hospital;708_Hospital;2014|2015;2;70_Hospital;70_Hospital;2014|2015;2;2;0.9778;708_Hospital;mismo_periodo_NO_alias
20;708_Urgencia;708_Urgencia;2014|2015;2;70_Urgencia;70_Urgencia;2014|2015;2;2;0.9778;708_Urgencia;mismo_periodo_NO_alias
5;aDigestivo_cTotal;aDigestivo_cTotal;2014|2015;2;aDigestivo_pTotal;aDigestivo_pTotal;2014|2015;2;2;0.9765;aDigestivo_cTotal;mismo_periodo_NO_alias
5;angiologia_cTotal;angiologia_cTotal;2014|2015;2;angiologia_pTotal;angiologia_pTotal;2014|2015;2;2;0.9765;angiologia_cTotal;mismo_periodo_NO_alias
5;cGeneral_cMujeres;cGeneral_cMujeres;2014|2015;2;cGeneral_pMujeres;cGeneral_pMujeres;2014|2015;2;2;0.9765;cGeneral_cMujeres;mismo_periodo_NO_alias
5;mIntensiva_cTotal;mIntensiva_cTotal;2014|2015;2;mIntensiva_pTotal;mIntensiva_pTotal;2014|2015;2;2;0.9765;mIntensiva_cTotal;mismo_periodo_NO_alias
5;neurologia_cTotal;neurologia_cTotal;2014|2015;2;neurologia_pTotal;neurologia_pTotal;2014|2015;2;2;0.9765;neurologia_cTotal;mismo_periodo_NO_alias
5;otorrino_cMujeres;otorrino_cMujeres;2014|2015;2;otorrino_pMujeres;otorrino_pMujeres;2014|2015;2;2;0.9765;otorrino_cMujeres;mismo_periodo_NO_alias
5;sCentrales_cTotal;sCentrales_cTotal;2014|2015;2;sCentrales_pTotal;sCentrales_pTotal;2014|2015;2;2;0.9765;sCentrales_cTotal;mismo_periodo_NO_alias
5;subMedicas_cTotal;subMedicas_cTotal;2014|2015;2;subMedicas_pTotal;subMedicas_pTotal;2014|2015;2;2;0.9765;subMedicas_cTotal;mismo_periodo_NO_alias
5;urologia_cMujeres;urologia_cMujeres;2014|2015;2;urologia_pMujeres;urologia_pMujeres;2014|2015;2;2;0.9765;urologia_cMujeres;mismo_periodo_NO_alias
6;gMedioSani_cTotal;gMedioSani_cTotal;2014|2015;2;gMedioSani_pTotal;gMedioSani_pTotal;2014|2015;2;2;0.9765;gMedioSani_cTotal;mismo_periodo_NO_alias
6;matronas_cMujeres;matronas_cMujeres;2014|2015;2;matronas_pMujeres;matronas_pMujeres;2014|2015;2;2;0.9765;matronas_cMujeres;mismo_periodo_NO_alias
6;oSaniMedio_cTotal;oSaniMedio_cTotal;2014|2015;2;oSaniMedio_pTotal;oSaniMedio_pTotal;2014|2015;2;2;0.9765;oSaniMedio_cTotal;mismo_periodo_NO_alias
6;terapeutas_cTotal;terapeutas_cTotal;2014|2015;2;terapeutas_pTotal;terapeutas_pTotal;2014|2015;2;2;0.9765;terapeutas_cTotal;mismo_periodo_NO_alias
6;trabSocial_cTotal;trabSocial_cTotal;2014|2015;2;trabSocial_pTotal;trabSocial_pTotal;2014|2015;2;2;0.9765;trabSocial_cTotal;mismo_periodo_NO_alias
9;altTraslaInter_o1;altTraslaInter_o1;2014|2015;2;altTraslaInter_o2;altTraslaInter_o2;2014|2015;2;2;0.9765;altTraslaInter_o1;mismo_periodo_NO_alias
9;altTraslaInter_o1;altTraslaInter_o1;2014|2015;2;altTraslaInter_o3;altTraslaInter_o3;2014|2015;2;2;0.9765;altTraslaInter_o1;mismo_periodo_NO_alias
9;altTraslaInter_o2;altTraslaInter_o2;2014|2015;2;altTraslaInter_o3;altTraslaInter_o3;2014|2015;2;2;0.9765;altTraslaInter_o2;mismo_periodo_NO_alias
14;primNeurolog_hosp;primNeurolog_hosp;2014|2015;2;primUrolog_hosp;primUrolog_hosp;2014|2015;2;2;0.9765;primNeurolog_hosp;mismo_periodo_NO_alias
20;700_hospDia;700_hospDia;2014|2015;2;70_hospDia;70_hospDia;2014|2015;2;2;0.9758;700_hospDia;mismo_periodo_NO_alias
20;700_hospDom;700_hospDom;2014|2015;2;70_hospDom;70_hospDom;2014|2015;2;2;0.9758;700_hospDom;mismo_periodo_NO_alias
20;701_hospDia;701_hospDia;2014|2015;2;70_hospDia;70_hospDia;2014|2015;2;2;0.9758;701_hospDia;mismo_periodo_NO_alias
20;701_hospDom;701_hospDom;2014|2015;2;70_hospDom;70_hospDom;2014|2015;2;2;0.9758;701_hospDom;mismo_periodo_NO_alias
20;702_hospDia;702_hospDia;2014|2015;2;70_hospDia;70_hospDia;2014|2015;2;2;0.9758;702_hospDia;mismo_periodo_NO_alias
20;702_hospDom;702_hospDom;2014|2015;2;70_hospDom;70_hospDom;2014|2015;2;2;0.9758;702_hospDom;mismo_periodo_NO_alias
20;704_hospDia;704_hospDia;2014|2015;2;70_hospDia;70_hospDia;2014|2015;2;2;0.9758;704_hospDia;mismo_periodo_NO_alias
20;704_hospDom;704_hospDom;2014|2015;2;70_hospDom;70_hospDom;2014|2015;2;2;0.9758;704_hospDom;mismo_periodo_NO_alias
20;706_hospDia;706_hospDia;2014|2015;2;70_hospDia;70_hospDia;2014|2015;2;2;0.9758;706_hospDia;mismo_periodo_NO_alias
20;706_hospDom;706_hospDom;2014|2015;2;70_hospDom;70_hospDom;2014|2015;2;2;0.9758;706_hospDom;mismo_periodo_NO_alias
20;708_hospDia;708_hospDia;2014|2015;2;70_hospDia;70_hospDia;2014|2015;2;2;0.9758;708_hospDia;mismo_periodo_NO_alias
20;708_hospDom;708_hospDom;2014|2015;2;70_hospDom;70_hospDom;2014|2015;2;2;0.9758;708_hospDom;mismo_periodo_NO_alias
5;anestesia_cTotal;anestesia_cTotal;2014|2015;2;anestesia_pTotal;anestesia_pTotal;2014|2015;2;2;0.975;anestesia_cTotal;mismo_periodo_NO_alias
5;cCardio_cMujeres;cCardio_cMujeres;2014|2015;2;cCardio_pMujeres;cCardio_pMujeres;2014|2015;2;2;0.975;cCardio_cMujeres;mismo_periodo_NO_alias
5;cPlastica_cTotal;cPlastica_cTotal;2014|2015;2;cPlastica_pTotal;cPlastica_pTotal;2014|2015;2;2;0.975;cPlastica_cTotal;mismo_periodo_NO_alias
5;cToracica_cTotal;cToracica_cTotal;2014|2015;2;cToracica_pTotal;cToracica_pTotal;2014|2015;2;2;0.975;cToracica_cTotal;mismo_periodo_NO_alias
5;mFisica_cMujeres;mFisica_cMujeres;2014|2015;2;mFisica_pMujeres;mFisica_pMujeres;2014|2015;2;2;0.975;mFisica_cMujeres;mismo_periodo_NO_alias
5;pediatria_cTotal;pediatria_cTotal;2014|2015;2;pediatria_pTotal;pediatria_pTotal;2014|2015;2;2;0.975;pediatria_cTotal;mismo_periodo_NO_alias
5;urgencias_cTotal;urgencias_cTotal;2014|2015;2;urgencias_pTotal;urgencias_pTotal;2014|2015;2;2;0.975;urgencias_cTotal;mismo_periodo_NO_alias
6;direccion_cTotal;direccion_cTotal;2014|2015;2;direccion_pTotal;direccion_pTotal;2014|2015;2;2;0.975;direccion_cTotal;mismo_periodo_NO_alias
6;logopedas_cTotal;logopedas_cTotal;2014|2015;2;logopedas_pTotal;logopedas_pTotal;2014|2015;2;2;0.975;logopedas_cTotal;mismo_periodo_NO_alias
6;oNoSani_cMujeres;oNoSani_cMujeres;2014|2015;2;oNoSani_pMujeres;oNoSani_pMujeres;2014|2015;2;2;0.975;oNoSani_cMujeres;mismo_periodo_NO_alias
6;perOficio_cTotal;perOficio_cTotal;2014|2015;2;perOficio_pTotal;perOficio_pTotal;2014|2015;2;2;0.975;perOficio_cTotal;mismo_periodo_NO_alias
6;restSani_cTotal2;restSani_cTotal2;2014|2015;2;restSani_pTotal2;restSani_pTotal2;2014|2015;2;2;0.975;restSani_cTotal2;mismo_periodo_NO_alias
6;tecSani_cMujeres;tecSani_cMujeres;2014|2015;2;tecSani_pMujeres;tecSani_pMujeres;2014|2015;2;2;0.975;tecSani_cMujeres;mismo_periodo_NO_alias
9;altTraslaHosp_o1;altTraslaHosp_o1;2014|2015;2;altTraslaHosp_o2;altTraslaHosp_o2;2014|2015;2;2;0.975;altTraslaHosp_o1;mismo_periodo_NO_alias
9;altTraslaHosp_o1;altTraslaHosp_o1;2014|2015;2;altTraslaHosp_o3;altTraslaHosp_o3;2014|2015;2;2;0.975;altTraslaHosp_o1;mismo_periodo_NO_alias
9;altTraslaHosp_o2;altTraslaHosp_o2;2014|2015;2;altTraslaHosp_o3;altTraslaHosp_o3;2014|2015;2;2;0.975;altTraslaHosp_o2;mismo_periodo_NO_alias
20;701_1CMA;701_1CMA;2014|2015;2;701_CMA;701_CMA;2014|2015;2;2;0.975;701_1CMA;mismo_periodo_NO_alias
20;701_1consulExter;701_1consulExter;2014|2015;2;701_2consulExter;701_2consulExter;2014|2015;2;2;0.975;701_1consulExter;mismo_periodo_NO_alias
20;701_2CMA;701_2CMA;2014|2015;2;701_CMA;701_CMA;2014|2015;2;2;0.975;701_2CMA;mismo_periodo_NO_alias
20;705_1consulExter;705_1consulExter;2014|2015;2;705_2consulExter;705_2consulExter;2014|2015;2;2;0.975;705_1consulExter;mismo_periodo_NO_alias
17;totHemodial_Paciente;totHemodial_Paciente;2014|2015;2;totHemodialDom_Paciente;totHemodialDom_Paciente;2014|2015;2;2;0.9739;totHemodial_Paciente;mismo_periodo_NO_alias
5;cGeneral_cTotal;cGeneral_cTotal;2014|2015;2;cGeneral_pTotal;cGeneral_pTotal;2014|2015;2;2;0.9733;cGeneral_cTotal;mismo_periodo_NO_alias
5;mResto_cMujeres;mResto_cMujeres;2014|2015;2;mResto_pMujeres;mResto_pMujeres;2014|2015;2;2;0.9733;mResto_cMujeres;mismo_periodo_NO_alias
5;otorrino_cTotal;otorrino_cTotal;2014|2015;2;otorrino_pTotal;otorrino_pTotal;2014|2015;2;2;0.9733;otorrino_cTotal;mismo_periodo_NO_alias
5;urologia_cTotal;urologia_cTotal;2014|2015;2;urologia_pTotal;urologia_pTotal;2014|2015;2;2;0.9733;urologia_cTotal;mismo_periodo_NO_alias
6;matronas_cTotal;matronas_cTotal;2014|2015;2;matronas_pTotal;matronas_pTotal;2014|2015;2;2;0.9733;matronas_cTotal;mismo_periodo_NO_alias
9;altOtracausa_o1;altOtracausa_o1;2014|2015;2;altOtracausa_o2;altOtracausa_o2;2014|2015;2;2;0.9733;altOtracausa_o1;mismo_periodo_NO_alias
9;altOtracausa_o1;altOtracausa_o1;2014|2015;2;altOtracausa_o3;altOtracausa_o3;2014|2015;2;2;0.9733;altOtracausa_o1;mismo_periodo_NO_alias
9;altOtracausa_o2;altOtracausa_o2;2014|2015;2;altOtracausa_o3;altOtracausa_o3;2014|2015;2;2;0.9733;altOtracausa_o2;mismo_periodo_NO_alias
20;I_totIngresos;I_totIngresos;2014|2015;2;I_totIngresosPS;I_totIngresosPS;2014|2015;2;2;0.9733;I_totIngresos;mismo_periodo_NO_alias
5;cCardio_cTotal;cCardio_cTotal;2014|2015;2;cCardio_pTotal;cCardio_pTotal;2014|2015;2;2;0.9714;cCardio_cTotal;mismo_periodo_NO_alias
5;cOral_cMujeres;cOral_cMujeres;2014|2015;2;cOral_pMujeres;cOral_pMujeres;2014|2015;2;2;0.9714;cOral_cMujeres;mismo_periodo_NO_alias
5;mFisica_cTotal;mFisica_cTotal;2014|2015;2;mFisica_pTotal;mFisica_pTotal;2014|2015;2;2;0.9714;mFisica_cTotal;mismo_periodo_NO_alias
6;administrativos_cMujeres;administrativos_cMujeres;2014|2015;2;administrativos_colabMujeres;administrativos_colabMujeres;2014|2015;2;2;0.9714;administrativos_cMujeres;mismo_periodo_NO_alias
6;fisioterapeutas_cMujeres;fisioterapeutas_cMujeres;2014|2015;2;fisioterapeutas_colabMujeres;fisioterapeutas_colabMujeres;2014|2015;2;2;0.9714;fisioterapeutas_cMujeres;mismo_periodo_NO_alias
6;oNoSani_cTotal;oNoSani_cTotal;2014|2015;2;oNoSani_pTotal;oNoSani_pTotal;2014|2015;2;2;0.9714;oNoSani_cTotal;mismo_periodo_NO_alias
6;tecSani_cTotal;tecSani_cTotal;2014|2015;2;tecSani_pTotal;tecSani_pTotal;2014|2015;2;2;0.9714;tecSani_cTotal;mismo_periodo_NO_alias
7;totalEir_total;totalEir_total;2014|2015;2;totalMir_total;totalMir_total;2014|2015;2;2;0.9714;totalEir_total;mismo_periodo_NO_alias
9;altCuracion_o1;altCuracion_o1;2014|2015;2;altCuracion_o2;altCuracion_o2;2014|2015;2;2;0.9714;altCuracion_o1;mismo_periodo_NO_alias
9;altCuracion_o1;altCuracion_o1;2014|2015;2;altCuracion_o3;altCuracion_o3;2014|2015;2;2;0.9714;altCuracion_o1;mismo_periodo_NO_alias
9;altCuracion_o2;altCuracion_o2;2014|2015;2;altCuracion_o3;altCuracion_o3;2014|2015;2;2;0.9714;altCuracion_o2;mismo_periodo_NO_alias
5;neurologia_colabMujeres;neurologia_colabMujeres;2014|2015;2;urologia_colabMujeres;urologia_colabMujeres;2014|2015;2;2;0.971;neurologia_colabMujeres;mismo_periodo_NO_alias
7;neumologia_total;neumologia_total;2014|2015;2;neurologia_total;neurologia_total;2014|2015;2;2;0.9708;neumologia_total;mismo_periodo_NO_alias
14;totNeurolog_hosp;totNeurolog_hosp;2014|2015;2;totUrolog_hosp;totUrolog_hosp;2014|2015;2;2;0.9708;totNeurolog_hosp;mismo_periodo_NO_alias
5;subQuirurgicas_cMujeres;subQuirurgicas_cMujeres;2014|2015;2;subQuirurgicas_colabMujeres;subQuirurgicas_colabMujeres;2014|2015;2;2;0.9704;subQuirurgicas_cMujeres;mismo_periodo_NO_alias
7;nefrologia_mujeres;nefrologia_mujeres;2014|2015;2;neurologia_mujeres;neurologia_mujeres;2014|2015;2;2;0.9704;nefrologia_mujeres;mismo_periodo_NO_alias
