module_id;var_a;clean_a;years_a;n_yrs_a;var_b;clean_b;years_b;n_yrs_b;overlap;similarity;proposed;priority
9;altTraslaHosp_o2;altTraslaHosp_o2;2014|2015;2;altTraslaHosp_total;altTraslaHosp_total;2014|2015;2;2;0.9454;altTraslaHosp_o2;mismo_periodo_NO_alias
9;altTraslaHosp_o3;altTraslaHosp_o3;2014|2015;2;altTraslaHosp_total;altTraslaHosp_total;2014|2015;2;2;0.9454;altTraslaHosp_o3;mismo_periodo_NO_alias
8;otras_Asistenciales_centro;otras_Asistenciales_centro;2014|2015;2;otras_Asistenciales_fuera;otras_Asistenciales_fuera;2014|2015;2;2;0.9452;otras_Asistenciales_centro;mismo_periodo_NO_alias
9;altTraslaInter_psiquiatria;altTraslaInter_psiquiatria;2014|2015;2;altTraslaInter_psiquiMedia;altTraslaInter_psiquiMedia;2014|2015;2;2;0.9452;altTraslaInter_psiquiatria;mismo_periodo_NO_alias
9;altTraslaHosp_cirugia;altTraslaHosp_cirugia;2014|2015;2;altTraslaHosp_uci;altTraslaHosp_uci;2014|2015;2;2;0.9443;altTraslaHosp_cirugia;mismo_periodo_NO_alias
5;subQuirurgicas_colabTotal;subQuirurgicas_colabTotal;2014|2015;2;subQuirurgicas_cTotal;subQuirurgicas_cTotal;2014|2015;2;2;0.9442;subQuirurgicas_colabTotal;mismo_periodo_NO_alias
20;70_hospDia;70_hospDia;2014|2015;2;70_Hospital;70_Hospital;2014|2015;2;2;0.9436;70_hospDia;mismo_periodo_NO_alias
5;anestesia_colabMujeres;anestesia_colabMujeres;2014|2015;2;anestesia_pMujeres;anestesia_pMujeres;2014|2015;2;2;0.9434;anestesia_colabMujeres;mismo_periodo_NO_alias
5;cPlastica_colabMujeres;cPlastica_colabMujeres;2014|2015;2;cPlastica_pMujeres;cPlastica_pMujeres;2014|2015;2;2;0.9434;cPlastica_colabMujeres;mismo_periodo_NO_alias
5;cToracica_colabMujeres;cToracica_colabMujeres;2014|2015;2;cToracica_pMujeres;cToracica_pMujeres;2014|2015;2;2;0.9434;cToracica_colabMujeres;mismo_periodo_NO_alias
5;pediatria_colabMujeres;pediatria_colabMujeres;2014|2015;2;pediatria_pMujeres;pediatria_pMujeres;2014|2015;2;2;0.9434;pediatria_colabMujeres;mismo_periodo_NO_alias
5;urgencias_colabMujeres;urgencias_colabMujeres;2014|2015;2;urgencias_pMujeres;urgencias_pMujeres;2014|2015;2;2;0.9434;urgencias_colabMujeres;mismo_periodo_NO_alias
6;direccion_colabMujeres;direccion_colabMujeres;2014|2015;2;direccion_pMujeres;direccion_pMujeres;2014|2015;2;2;0.9434;direccion_colabMujeres;mismo_periodo_NO_alias
6;logopedas_colabMujeres;logopedas_colabMujeres;2014|2015;2;logopedas_pMujeres;logopedas_pMujeres;2014|2015;2;2;0.9434;logopedas_colabMujeres;mismo_periodo_NO_alias
6;perOficio_colabMujeres;perOficio_colabMujeres;2014|2015;2;perOficio_pMujeres;perOficio_pMujeres;2014|2015;2;2;0.9434;perOficio_colabMujeres;mismo_periodo_NO_alias
6;restSani_colabMujeres2;restSani_colabMujeres2;2014|2015;2;restSani_pMujeres2;restSani_pMujeres2;2014|2015;2;2;0.9434;restSani_colabMujeres2;mismo_periodo_NO_alias
7;dermatologia_total;dermatologia_total;2014|2015;2;hematologia_total;hematologia_total;2014|2015;2;2;0.9434;dermatologia_total;mismo_periodo_NO_alias
7;dermatologia_total;dermatologia_total;2014|2015;2;reumatologia_total;reumatologia_total;2014|2015;2;2;0.9434;dermatologia_total;mismo_periodo_NO_alias
7;hematologia_total;hematologia_total;2014|2015;2;reumatologia_total;reumatologia_total;2014|2015;2;2;0.9434;hematologia_total;mismo_periodo_NO_alias
9;altTraslaHosp_gine;altTraslaHosp_gine;2014|2015;2;altTraslaHosp_med;altTraslaHosp_med;2014|2015;2;2;0.9431;altTraslaHosp_gine;mismo_periodo_NO_alias
9;altTraslaHosp_gine;altTraslaHosp_gine;2014|2015;2;altTraslaHosp_uci;altTraslaHosp_uci;2014|2015;2;2;0.9431;altTraslaHosp_gine;mismo_periodo_NO_alias
9;altTraslaInter_med;altTraslaInter_med;2014|2015;2;altTraslaInter_o1;altTraslaInter_o1;2014|2015;2;2;0.9431;altTraslaInter_med;mismo_periodo_NO_alias
9;altTraslaInter_med;altTraslaInter_med;2014|2015;2;altTraslaInter_o2;altTraslaInter_o2;2014|2015;2;2;0.9431;altTraslaInter_med;mismo_periodo_NO_alias
9;altTraslaInter_med;altTraslaInter_med;2014|2015;2;altTraslaInter_o3;altTraslaInter_o3;2014|2015;2;2;0.9431;altTraslaInter_med;mismo_periodo_NO_alias
9;altTraslaInter_o1;altTraslaInter_o1;2014|2015;2;altTraslaInter_uci;altTraslaInter_uci;2014|2015;2;2;0.9431;altTraslaInter_o1;mismo_periodo_NO_alias
9;altTraslaInter_o2;altTraslaInter_o2;2014|2015;2;altTraslaInter_uci;altTraslaInter_uci;2014|2015;2;2;0.9431;altTraslaInter_o2;mismo_periodo_NO_alias
9;altTraslaInter_o3;altTraslaInter_o3;2014|2015;2;altTraslaInter_uci;altTraslaInter_uci;2014|2015;2;2;0.9431;altTraslaInter_o3;mismo_periodo_NO_alias
14;primPediatria_CEP;primPediatria_CEP;2014|2015;2;primPediatria_hosp;primPediatria_hosp;2014|2015;2;2;0.9431;primPediatria_CEP;mismo_periodo_NO_alias
14;totCirGeneral_CEP;totCirGeneral_CEP;2014|2015;2;totCirGeneral_hosp;totCirGeneral_hosp;2014|2015;2;2;0.9431;totCirGeneral_CEP;mismo_periodo_NO_alias
16;densiometrias_CEP;densiometrias_CEP;2014|2015;2;densiometrias_hosp;densiometrias_hosp;2014|2015;2;2;0.9431;densiometrias_CEP;mismo_periodo_NO_alias
9;altTraslaHosp_psiquiatria;altTraslaHosp_psiquiatria;2014|2015;2;altTraslaHosp_psiquiMedia;altTraslaHosp_psiquiMedia;2014|2015;2;2;0.9429;altTraslaHosp_psiquiatria;mismo_periodo_NO_alias
9;altOtracausa_o1;altOtracausa_o1;2014|2015;2;altOtracausa_total;altOtracausa_total;2014|2015;2;2;0.9422;altOtracausa_o1;mismo_periodo_NO_alias
9;altOtracausa_o2;altOtracausa_o2;2014|2015;2;altOtracausa_total;altOtracausa_total;2014|2015;2;2;0.9422;altOtracausa_o2;mismo_periodo_NO_alias
9;altOtracausa_o3;altOtracausa_o3;2014|2015;2;altOtracausa_total;altOtracausa_total;2014|2015;2;2;0.9422;altOtracausa_o3;mismo_periodo_NO_alias
5;farmaceuticos_colabTotal;farmaceuticos_colabTotal;2014|2015;2;farmaceuticos_cTotal;farmaceuticos_cTotal;2014|2015;2;2;0.9417;farmaceuticos_colabTotal;mismo_periodo_NO_alias
5;oTituSuperior_colabTotal;oTituSuperior_colabTotal;2014|2015;2;oTituSuperior_cTotal;oTituSuperior_cTotal;2014|2015;2;2;0.9417;oTituSuperior_colabTotal;mismo_periodo_NO_alias
6;gSuperiorSani_colabTotal;gSuperiorSani_colabTotal;2014|2015;2;gSuperiorSani_cTotal;gSuperiorSani_cTotal;2014|2015;2;2;0.9417;gSuperiorSani_colabTotal;mismo_periodo_NO_alias
6;oDueEspeciali_colabTotal;oDueEspeciali_colabTotal;2014|2015;2;oDueEspeciali_cTotal;oDueEspeciali_cTotal;2014|2015;2;2;0.9417;oDueEspeciali_colabTotal;mismo_periodo_NO_alias
9;altOtracausa_cirugia;altOtracausa_cirugia;2014|2015;2;altOtracausa_uci;altOtracausa_uci;2014|2015;2;2;0.9412;altOtracausa_cirugia;mismo_periodo_NO_alias
5;cGeneral_colabMujeres;cGeneral_colabMujeres;2014|2015;2;cGeneral_pMujeres;cGeneral_pMujeres;2014|2015;2;2;0.9406;cGeneral_colabMujeres;mismo_periodo_NO_alias
5;otorrino_colabMujeres;otorrino_colabMujeres;2014|2015;2;otorrino_pMujeres;otorrino_pMujeres;2014|2015;2;2;0.9406;otorrino_colabMujeres;mismo_periodo_NO_alias
5;urologia_colabMujeres;urologia_colabMujeres;2014|2015;2;urologia_pMujeres;urologia_pMujeres;2014|2015;2;2;0.9406;urologia_colabMujeres;mismo_periodo_NO_alias
6;matronas_colabMujeres;matronas_colabMujeres;2014|2015;2;matronas_pMujeres;matronas_pMujeres;2014|2015;2;2;0.9406;matronas_colabMujeres;mismo_periodo_NO_alias
9;altOtracausa_psiquiatria;altOtracausa_psiquiatria;2014|2015;2;altOtracausa_psiquiMedia;altOtracausa_psiquiMedia;2014|2015;2;2;0.9405;altOtracausa_psiquiatria;mismo_periodo_NO_alias
14;primOrl_hosp;primOrl_hosp;2014|2015;2;primTotal_hosp;primTotal_hosp;2014|2015;2;2;0.9405;primOrl_hosp;mismo_periodo_NO_alias
10;progCirGeneral_resto;progCirGeneral_resto;2014|2015;2;progCirGeneral_total;progCirGeneral_total;2014|2015;2;2;0.94;progCirGeneral_resto;mismo_periodo_NO_alias
10;urgeCirGeneral_resto;urgeCirGeneral_resto;2014|2015;2;urgeCirGeneral_total;urgeCirGeneral_total;2014|2015;2;2;0.94;urgeCirGeneral_resto;mismo_periodo_NO_alias
9;altOtracausa_gine;altOtracausa_gine;2014|2015;2;altOtracausa_med;altOtracausa_med;2014|2015;2;2;0.9397;altOtracausa_gine;mismo_periodo_NO_alias
9;altOtracausa_gine;altOtracausa_gine;2014|2015;2;altOtracausa_uci;altOtracausa_uci;2014|2015;2;2;0.9397;altOtracausa_gine;mismo_periodo_NO_alias
9;altTraslaHosp_med;altTraslaHosp_med;2014|2015;2;altTraslaHosp_o1;altTraslaHosp_o1;2014|2015;2;2;0.9397;altTraslaHosp_med;mismo_periodo_NO_alias
9;altTraslaHosp_med;altTraslaHosp_med;2014|2015;2;altTraslaHosp_o2;altTraslaHosp_o2;2014|2015;2;2;0.9397;altTraslaHosp_med;mismo_periodo_NO_alias
9;altTraslaHosp_med;altTraslaHosp_med;2014|2015;2;altTraslaHosp_o3;altTraslaHosp_o3;2014|2015;2;2;0.9397;altTraslaHosp_med;mismo_periodo_NO_alias
9;altTraslaHosp_o1;altTraslaHosp_o1;2014|2015;2;altTraslaHosp_uci;altTraslaHosp_uci;2014|2015;2;2;0.9397;altTraslaHosp_o1;mismo_periodo_NO_alias
9;altTraslaHosp_o2;altTraslaHosp_o2;2014|2015;2;altTraslaHosp_uci;altTraslaHosp_uci;2014|2015;2;2;0.9397;altTraslaHosp_o2;mismo_periodo_NO_alias
9;altTraslaHosp_o3;altTraslaHosp_o3;2014|2015;2;altTraslaHosp_uci;altTraslaHosp_uci;2014|2015;2;2;0.9397;altTraslaHosp_o3;mismo_periodo_NO_alias
14;primNeurolog_CEP;primNeurolog_CEP;2014|2015;2;primNeurolog_hosp;primNeurolog_hosp;2014|2015;2;2;0.9397;primNeurolog_CEP;mismo_periodo_NO_alias
14;primPreAnest_CEP;primPreAnest_CEP;2014|2015;2;primPreAnest_hosp;primPreAnest_hosp;2014|2015;2;2;0.9397;primPreAnest_CEP;mismo_periodo_NO_alias
14;primRestoMed_CEP;primRestoMed_CEP;2014|2015;2;primRestoMed_hosp;primRestoMed_hosp;2014|2015;2;2;0.9397;primRestoMed_CEP;mismo_periodo_NO_alias
14;totPediatria_CEP;totPediatria_CEP;2014|2015;2;totPediatria_hosp;totPediatria_hosp;2014|2015;2;2;0.9397;totPediatria_CEP;mismo_periodo_NO_alias
10;progORL_cma;progORL_cma;2014|2015;2;progUrolog_cma;progUrolog_cma;2014|2015;2;2;0.939;progORL_cma;mismo_periodo_NO_alias
10;urgeORL_cma;urgeORL_cma;2014|2015;2;urgeUrolog_cma;urgeUrolog_cma;2014|2015;2;2;0.939;urgeORL_cma;mismo_periodo_NO_alias
14;primOrl_CEP;primOrl_CEP;2014|2015;2;primUrolog_CEP;primUrolog_CEP;2014|2015;2;2;0.939;primOrl_CEP;mismo_periodo_NO_alias
5;cPediatrica_cMujeres;cPediatrica_cMujeres;2014|2015;2;pediatria_cMujeres;pediatria_cMujeres;2014|2015;2;2;0.9389;cPediatrica_cMujeres;mismo_periodo_NO_alias
5;cPediatrica_pMujeres;cPediatrica_pMujeres;2014|2015;2;pediatria_cMujeres;pediatria_cMujeres;2014|2015;2;2;0.9389;cPediatrica_pMujeres;mismo_periodo_NO_alias
5;dermatologia_colabTotal;dermatologia_colabTotal;2014|2015;2;dermatologia_cTotal;dermatologia_cTotal;2014|2015;2;2;0.9389;dermatologia_colabTotal;mismo_periodo_NO_alias
5;neurocirugia_colabTotal;neurocirugia_colabTotal;2014|2015;2;neurocirugia_cTotal;neurocirugia_cTotal;2014|2015;2;2;0.9389;neurocirugia_colabTotal;mismo_periodo_NO_alias
5;oftalmologia_colabTotal;oftalmologia_colabTotal;2014|2015;2;oftalmologia_cTotal;oftalmologia_cTotal;2014|2015;2;2;0.9389;oftalmologia_colabTotal;mismo_periodo_NO_alias
9;altTraslaInter_med;altTraslaInter_med;2014|2015;2;altTraslaInter_uQuemados;altTraslaInter_uQuemados;2014|2015;2;2;0.9389;altTraslaInter_med;mismo_periodo_NO_alias
9;altCuracion_o1;altCuracion_o1;2014|2015;2;altCuracion_total;altCuracion_total;2014|2015;2;2;0.9387;altCuracion_o1;mismo_periodo_NO_alias
9;altCuracion_o2;altCuracion_o2;2014|2015;2;altCuracion_total;altCuracion_total;2014|2015;2;2;0.9387;altCuracion_o2;mismo_periodo_NO_alias
9;altCuracion_o3;altCuracion_o3;2014|2015;2;altCuracion_total;altCuracion_total;2014|2015;2;2;0.9387;altCuracion_o3;mismo_periodo_NO_alias
9;altTraslaInter_neonatologia;altTraslaInter_neonatologia;2014|2015;2;altTraslaInter_uNeonatales;altTraslaInter_uNeonatales;2014|2015;2;2;0.9386;altTraslaInter_neonatologia;mismo_periodo_NO_alias
9;altTraslaInter_med;altTraslaInter_med;2014|2015;2;altTraslaInter_psiquiMedia;altTraslaInter_psiquiMedia;2014|2015;2;2;0.9385;altTraslaInter_med;mismo_periodo_NO_alias
9;altTraslaInter_uci;altTraslaInter_uci;2014|2015;2;altTraslaInter_uCoronarios;altTraslaInter_uCoronarios;2014|2015;2;2;0.9385;altTraslaInter_uci;mismo_periodo_NO_alias
10;totalProg_cma;totalProg_cma;2014|2015;2;totalUrge_cma;totalUrge_cma;2014|2015;2;2;0.9385;totalProg_cma;mismo_periodo_NO_alias
17;totHemodial_Sesion;totHemodial_Sesion;2014|2015;2;totHemodialDom_Sesion;totHemodialDom_Sesion;2014|2015;2;2;0.9381;totHemodial_Sesion;mismo_periodo_NO_alias
9;altCuracion_cirugia;altCuracion_cirugia;2014|2015;2;altCuracion_uci;altCuracion_uci;2014|2015;2;2;0.9379;altCuracion_cirugia;mismo_periodo_NO_alias
10;progOtrasCirugias_hosp;progOtrasCirugias_hosp;2014|2015;2;progOtrasCirugias_total;progOtrasCirugias_total;2014|2015;2;2;0.9379;progOtrasCirugias_hosp;mismo_periodo_NO_alias
10;urgeOtrasCirugias_hosp;urgeOtrasCirugias_hosp;2014|2015;2;urgeOtrasCirugias_total;urgeOtrasCirugias_total;2014|2015;2;2;0.9379;urgeOtrasCirugias_hosp;mismo_periodo_NO_alias
17;totHemodial_Paciente;totHemodial_Paciente;2014|2015;2;totHemodina_Paciente;totHemodina_Paciente;2014|2015;2;2;0.9379;totHemodial_Paciente;mismo_periodo_NO_alias
7;Eir_Geriatrica_total;Eir_Geriatrica_total;2014|2015;2;Eir_Pediatrica_total;Eir_Pediatrica_total;2014|2015;2;2;0.9378;Eir_Geriatrica_total;mismo_periodo_NO_alias
9;altCuracion_psiquiatria;altCuracion_psiquiatria;2014|2015;2;altCuracion_psiquiMedia;altCuracion_psiquiMedia;2014|2015;2;2;0.9378;altCuracion_psiquiatria;mismo_periodo_NO_alias
10;progCirGeneral_cma;progCirGeneral_cma;2014|2015;2;progCirGeneral_total;progCirGeneral_total;2014|2015;2;2;0.9378;progCirGeneral_cma;mismo_periodo_NO_alias
10;urgeCirGeneral_cma;urgeCirGeneral_cma;2014|2015;2;urgeCirGeneral_total;urgeCirGeneral_total;2014|2015;2;2;0.9378;urgeCirGeneral_cma;mismo_periodo_NO_alias
5;cCardio_colabMujeres;cCardio_colabMujeres;2014|2015;2;cCardio_pMujeres;cCardio_pMujeres;2014|2015;2;2;0.9375;cCardio_colabMujeres;mismo_periodo_NO_alias
5;mFisica_colabMujeres;mFisica_colabMujeres;2014|2015;2;mFisica_pMujeres;mFisica_pMujeres;2014|2015;2;2;0.9375;mFisica_colabMujeres;mismo_periodo_NO_alias
6;oNoSani_colabMujeres;oNoSani_colabMujeres;2014|2015;2;oNoSani_pMujeres;oNoSani_pMujeres;2014|2015;2;2;0.9375;oNoSani_colabMujeres;mismo_periodo_NO_alias
6;tecSani_colabMujeres;tecSani_colabMujeres;2014|2015;2;tecSani_pMujeres;tecSani_pMujeres;2014|2015;2;2;0.9375;tecSani_colabMujeres;mismo_periodo_NO_alias
10;progCirGeneral_hosp;progCirGeneral_hosp;2014|2015;2;progCirGeneral_resto;progCirGeneral_resto;2014|2015;2;2;0.9372;progCirGeneral_hosp;mismo_periodo_NO_alias
10;urgeCirGeneral_hosp;urgeCirGeneral_hosp;2014|2015;2;urgeCirGeneral_resto;urgeCirGeneral_resto;2014|2015;2;2;0.9372;urgeCirGeneral_hosp;mismo_periodo_NO_alias
10;progAngioVasc_resto;progAngioVasc_resto;2014|2015;2;progAngioVasc_total;progAngioVasc_total;2014|2015;2;2;0.9368;progAngioVasc_resto;mismo_periodo_NO_alias
10;progCirCardio_resto;progCirCardio_resto;2014|2015;2;progCirCardio_total;progCirCardio_total;2014|2015;2;2;0.9368;progCirCardio_resto;mismo_periodo_NO_alias
10;progCirPediat_resto;progCirPediat_resto;2014|2015;2;progCirPediat_total;progCirPediat_total;2014|2015;2;2;0.9368;progCirPediat_resto;mismo_periodo_NO_alias
10;urgeAngioVasc_resto;urgeAngioVasc_resto;2014|2015;2;urgeAngioVasc_total;urgeAngioVasc_total;2014|2015;2;2;0.9368;urgeAngioVasc_resto;mismo_periodo_NO_alias
10;urgeCirCardio_resto;urgeCirCardio_resto;2014|2015;2;urgeCirCardio_total;urgeCirCardio_total;2014|2015;2;2;0.9368;urgeCirCardio_resto;mismo_periodo_NO_alias
10;urgeCirPediat_resto;urgeCirPediat_resto;2014|2015;2;urgeCirPediat_total;urgeCirPediat_total;2014|2015;2;2;0.9368;urgeCirPediat_resto;mismo_periodo_NO_alias
20;700_Hospital;700_Hospital;2014|2015;2;701_1Hospital;701_1Hospital;2014|2015;2;2;0.9368;700_Hospital;mismo_periodo_NO_alias
20;700_Hospital;700_Hospital;2014|2015;2;701_2Hospital;701_2Hospital;2014|2015;2;2;0.9368;700_Hospital;mismo_periodo_NO_alias
20;700_Hospital;700_Hospital;2014|2015;2;705_1Hospital;705_1Hospital;2014|2015;2;2;0.9368;700_Hospital;mismo_periodo_NO_alias
20;700_Hospital;700_Hospital;2014|2015;2;705_2Hospital;705_2Hospital;2014|2015;2;2;0.9368;700_Hospital;mismo_periodo_NO_alias
20;700_Urgencia;700_Urgencia;2014|2015;2;701_1Urgencia;701_1Urgencia;2014|2015;2;2;0.9368;700_Urgencia;mismo_periodo_NO_alias
20;700_Urgencia;700_Urgencia;2014|2015;2;701_2Urgencia;701_2Urgencia;2014|2015;2;2;0.9368;700_Urgencia;mismo_periodo_NO_alias
20;700_Urgencia;700_Urgencia;2014|2015;2;705_1Urgencia;705_1Urgencia;2014|2015;2;2;0.9368;700_Urgencia;mismo_periodo_NO_alias
20;700_Urgencia;700_Urgencia;2014|2015;2;705_2Urgencia;705_2Urgencia;2014|2015;2;2;0.9368;700_Urgencia;mismo_periodo_NO_alias
20;701_1Hospital;701_1Hospital;2014|2015;2;702_Hospital;702_Hospital;2014|2015;2;2;0.9368;701_1Hospital;mismo_periodo_NO_alias
20;701_1Hospital;701_1Hospital;2014|2015;2;704_Hospital;704_Hospital;2014|2015;2;2;0.9368;701_1Hospital;mismo_periodo_NO_alias
20;701_1Hospital;701_1Hospital;2014|2015;2;705_1Hospital;705_1Hospital;2014|2015;2;2;0.9368;701_1Hospital;mismo_periodo_NO_alias
20;701_1Hospital;701_1Hospital;2014|2015;2;706_Hospital;706_Hospital;2014|2015;2;2;0.9368;701_1Hospital;mismo_periodo_NO_alias
20;701_1Hospital;701_1Hospital;2014|2015;2;708_Hospital;708_Hospital;2014|2015;2;2;0.9368;701_1Hospital;mismo_periodo_NO_alias
20;701_1Urgencia;701_1Urgencia;2014|2015;2;702_Urgencia;702_Urgencia;2014|2015;2;2;0.9368;701_1Urgencia;mismo_periodo_NO_alias
20;701_1Urgencia;701_1Urgencia;2014|2015;2;704_Urgencia;704_Urgencia;2014|2015;2;2;0.9368;701_1Urgencia;mismo_periodo_NO_alias
20;701_1Urgencia;701_1Urgencia;2014|2015;2;705_1Urgencia;705_1Urgencia;2014|2015;2;2;0.9368;701_1Urgencia;mismo_periodo_NO_alias
20;701_1Urgencia;701_1Urgencia;2014|2015;2;706_Urgencia;706_Urgencia;2014|2015;2;2;0.9368;701_1Urgencia;mismo_periodo_NO_alias
20;701_1Urgencia;701_1Urgencia;2014|2015;2;708_Urgencia;708_Urgencia;2014|2015;2;2;0.9368;701_1Urgencia;mismo_periodo_NO_alias
20;701_2Hospital;701_2Hospital;2014|2015;2;704_Hospital;704_Hospital;2014|2015;2;2;0.9368;701_2Hospital;mismo_periodo_NO_alias
20;701_2Hospital;701_2Hospital;2014|2015;2;705_1Hospital;705_1Hospital;2014|2015;2;2;0.9368;701_2Hospital;mismo_periodo_NO_alias
20;701_2Hospital;701_2Hospital;2014|2015;2;706_Hospital;706_Hospital;2014|2015;2;2;0.9368;701_2Hospital;mismo_periodo_NO_alias
20;701_2Hospital;701_2Hospital;2014|2015;2;708_Hospital;708_Hospital;2014|2015;2;2;0.9368;701_2Hospital;mismo_periodo_NO_alias
20;701_2Urgencia;701_2Urgencia;2014|2015;2;704_Urgencia;704_Urgencia;2014|2015;2;2;0.9368;701_2Urgencia;mismo_periodo_NO_alias
20;701_2Urgencia;701_2Urgencia;2014|2015;2;705_1Urgencia;705_1Urgencia;2014|2015;2;2;0.9368;701_2Urgencia;mismo_periodo_NO_alias
20;701_2Urgencia;701_2Urgencia;2014|2015;2;706_Urgencia;706_Urgencia;2014|2015;2;2;0.9368;701_2Urgencia;mismo_periodo_NO_alias
20;701_2Urgencia;701_2Urgencia;2014|2015;2;708_Urgencia;708_Urgencia;2014|2015;2;2;0.9368;701_2Urgencia;mismo_periodo_NO_alias
20;701_Hospital;701_Hospital;2014|2015;2;705_2Hospital;705_2Hospital;2014|2015;2;2;0.9368;701_Hospital;mismo_periodo_NO_alias
20;701_Urgencia;701_Urgencia;2014|2015;2;705_2Urgencia;705_2Urgencia;2014|2015;2;2;0.9368;701_Urgencia;mismo_periodo_NO_alias
20;702_Hospital;702_Hospital;2014|2015;2;705_1Hospital;705_1Hospital;2014|2015;2;2;0.9368;702_Hospital;mismo_periodo_NO_alias
20;702_Urgencia;702_Urgencia;2014|2015;2;705_1Urgencia;705_1Urgencia;2014|2015;2;2;0.9368;702_Urgencia;mismo_periodo_NO_alias
20;704_Hospital;704_Hospital;2014|2015;2;705_1Hospital;705_1Hospital;2014|2015;2;2;0.9368;704_Hospital;mismo_periodo_NO_alias
20;704_Hospital;704_Hospital;2014|2015;2;705_2Hospital;705_2Hospital;2014|2015;2;2;0.9368;704_Hospital;mismo_periodo_NO_alias
20;704_Urgencia;704_Urgencia;2014|2015;2;705_1Urgencia;705_1Urgencia;2014|2015;2;2;0.9368;704_Urgencia;mismo_periodo_NO_alias
20;704_Urgencia;704_Urgencia;2014|2015;2;705_2Urgencia;705_2Urgencia;2014|2015;2;2;0.9368;704_Urgencia;mismo_periodo_NO_alias
20;705_1Hospital;705_1Hospital;2014|2015;2;706_Hospital;706_Hospital;2014|2015;2;2;0.9368;705_1Hospital;mismo_periodo_NO_alias
20;705_1Hospital;705_1Hospital;2014|2015;2;708_Hospital;708_Hospital;2014|2015;2;2;0.9368;705_1Hospital;mismo_periodo_NO_alias
20;705_1Urgencia;705_1Urgencia;2014|2015;2;706_Urgencia;706_Urgencia;2014|2015;2;2;0.9368;705_1Urgencia;mismo_periodo_NO_alias
20;705_1Urgencia;705_1Urgencia;2014|2015;2;708_Urgencia;708_Urgencia;2014|2015;2;2;0.9368;705_1Urgencia;mismo_periodo_NO_alias
20;705_2Hospital;705_2Hospital;2014|2015;2;706_Hospital;706_Hospital;2014|2015;2;2;0.9368;705_2Hospital;mismo_periodo_NO_alias
20;705_2Hospital;705_2Hospital;2014|2015;2;708_Hospital;708_Hospital;2014|2015;2;2;0.9368;705_2Hospital;mismo_periodo_NO_alias
20;705_2Urgencia;705_2Urgencia;2014|2015;2;706_Urgencia;706_Urgencia;2014|2015;2;2;0.9368;705_2Urgencia;mismo_periodo_NO_alias
20;705_2Urgencia;705_2Urgencia;2014|2015;2;708_Urgencia;708_Urgencia;2014|2015;2;2;0.9368;705_2Urgencia;mismo_periodo_NO_alias
9;altTraslaHosp_med;altTraslaHosp_med;2014|2015;2;altTraslaHosp_uQuemados;altTraslaHosp_uQuemados;2014|2015;2;2;0.9361;altTraslaHosp_med;mismo_periodo_NO_alias
9;altTraslaHosp_neonatologia;altTraslaHosp_neonatologia;2014|2015;2;altTraslaHosp_uNeonatales;altTraslaHosp_uNeonatales;2014|2015;2;2;0.9361;altTraslaHosp_neonatologia;mismo_periodo_NO_alias
9;altTraslaHosp_med;altTraslaHosp_med;2014|2015;2;altTraslaHosp_psiquiMedia;altTraslaHosp_psiquiMedia;2014|2015;2;2;0.936;altTraslaHosp_med;mismo_periodo_NO_alias
9;altTraslaHosp_uci;altTraslaHosp_uci;2014|2015;2;altTraslaHosp_uCoronarios;altTraslaHosp_uCoronarios;2014|2015;2;2;0.936;altTraslaHosp_uci;mismo_periodo_NO_alias
5;cardiologia_colabTotal;cardiologia_colabTotal;2014|2015;2;cardiologia_cTotal;cardiologia_cTotal;2014|2015;2;2;0.9359;cardiologia_colabTotal;mismo_periodo_NO_alias
5;cOrtopedica_colabTotal;cOrtopedica_colabTotal;2014|2015;2;cOrtopedica_cTotal;cOrtopedica_cTotal;2014|2015;2;2;0.9359;cOrtopedica_colabTotal;mismo_periodo_NO_alias
5;cPediatrica_colabTotal;cPediatrica_colabTotal;2014|2015;2;cPediatrica_cTotal;cPediatrica_cTotal;2014|2015;2;2;0.9359;cPediatrica_colabTotal;mismo_periodo_NO_alias
5;obstetricia_colabTotal;obstetricia_colabTotal;2014|2015;2;obstetricia_cTotal;obstetricia_cTotal;2014|2015;2;2;0.9359;obstetricia_colabTotal;mismo_periodo_NO_alias
5;psiquiatria_colabTotal;psiquiatria_colabTotal;2014|2015;2;psiquiatria_cTotal;psiquiatria_cTotal;2014|2015;2;2;0.9359;psiquiatria_colabTotal;mismo_periodo_NO_alias
9;altCuracion_gine;altCuracion_gine;2014|2015;2;altCuracion_med;altCuracion_med;2014|2015;2;2;0.9358;altCuracion_gine;mismo_periodo_NO_alias
9;altCuracion_gine;altCuracion_gine;2014|2015;2;altCuracion_uci;altCuracion_uci;2014|2015;2;2;0.9358;altCuracion_gine;mismo_periodo_NO_alias
9;altOtracausa_med;altOtracausa_med;2014|2015;2;altOtracausa_o1;altOtracausa_o1;2014|2015;2;2;0.9358;altOtracausa_med;mismo_periodo_NO_alias
9;altOtracausa_med;altOtracausa_med;2014|2015;2;altOtracausa_o2;altOtracausa_o2;2014|2015;2;2;0.9358;altOtracausa_med;mismo_periodo_NO_alias
9;altOtracausa_med;altOtracausa_med;2014|2015;2;altOtracausa_o3;altOtracausa_o3;2014|2015;2;2;0.9358;altOtracausa_med;mismo_periodo_NO_alias
